"","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100","101","102","103","104","105","106","107","108","109","110","111","112","113","114","115","116","117","118","119","120","121","122","123","124","125","126","127","128","129","130","131","132","133","134","135","136","137","138","139","140","141","142","143","144","145","146","147","148","149","150","151","152","153","154","155","156","157","158","159","160","161","162","163","164","165","166","167","168","169","170","171","172","173","174","175","176","177","178","179","180","181","182","183","184","185","186","187","188","189","190","191","192","193","194","195","196","197","198","199","200","201","202","203","204","205","206","207","208","209","sequence_length","seq_start"
"9815039","648.8","646.8","642.75","641.1","639.75","637.35","633.7","624.7","621.53","597.79","597.79","596.88","594.74","591.79","589.53","586.79","584.43","582.97","581.57","578.76","576.76","574.71","572.61","570.21","568.28","566.32","547.37","544.37","542.0","537.5","535.5","534.0","532.81","531.0","528.81","526.11","524.15","522.3","521.3","521.0","520.95","519.76","517.81","514.9","511.81","508.0","507.81","506.4","504.8","503.0","504.5","500.0","500.0","504.48","510.0","504.5","504.48","504.5","504.5","504.5","504.0","504.0","499.0","499.0","488.99","469.01","469.01","499.0","510.0","510.0","510.0","510.0","510.0","510.0","510.0","510.0","510.0","510.0","510.0","510.0","510.0","510.0","510.0","510.0","510.0","536.3","540.0","540.0","543.0","542.45","542.45","542.45","542.4","539.65","539.65","539.6","538.4","537.7","536.9","534.9","533.5","532.8","532.8","532.7","531.95","531.0","530.5","528.9","527.0","526.45","525.5","523.5","522.6","522.1","508.2","479.0","469.0","469.0","468.94","468.0","467.94","465.0","462.0","461.8","459.0","459.0","464.0","462.0","461.85","459.0","458.99","462.0","459.84","456.85","455.85","453.84","453.84","453.79","452.45","451.0","452.94","453.5","452.85","452.85","452.45","451.4","450.85","450.65","450.0","450.0","449.0","448.0","447.8","446.85","446.65","446.0","453.0","453.0","458.0","459.9","459.9","459.9","459.9","459.9","463.3","463.45","464.5","462.5","462.33","447.33","462.2","462.2","462.0","450.64","459.7","459.0","458.9","458.3","457.7","457.0","455.3","453.0","451.15","448.5","446.8","445.75","445.5","443.95","441.85","439.93","438.65","438.45","438.05","437.7","437.3","436.8","436.4","435.95","435.53","435.03","434.73","434.7","435.77","456.5","456.5","465.0","465.0","465.0","465.0","458.9","210","0"
"10001441","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.0","16.12","16.0","16.0","16.0","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.9","15.9","16.12","16.12","16.12","16.12","16.12","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.9","15.9","15.9","15.9","15.9","15.9","16.12","16.12","16.12","16.12","16.12","15.8","15.9","15.9","15.9","15.9","15.8","15.8","15.8","15.8","15.8","15.9","15.9","15.9","15.9","15.9","15.9","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","15.8","16.12","210","0"
"9034797","199.0","199.0","199.0","199.0","199.0","199.0","199.0","149.9","199.0","199.0","199.0","199.0","199.0","199.0","195.0","195.0","195.0","195.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","170.0","174.0","174.0","174.0","179.0","179.0","176.0","176.0","176.0","179.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","176.0","175.0","176.0","176.0","176.0","176.0","176.0","176.0","175.0","175.0","175.0","175.0","173.0","173.0","173.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","172.0","172.0","172.0","172.0","172.0","172.0","172.0","172.0","172.0","172.0","172.0","172.0","172.0","172.0","174.0","173.0","173.0","169.99","169.99","169.99","169.99","169.99","169.99","149.99","149.99","149.99","149.99","149.99","149.99","149.98","149.0","144.1","149.0","144.1","144.1","149.0","149.0","148.99","144.0","143.85","143.8","143.69","143.6","143.55","143.5","143.45","143.44","143.38","143.3","143.23","143.0","142.71","142.6","142.49","141.36","141.3","141.29","140.24","139.66","139.15","139.05","138.9","138.89","138.82","138.79","138.76","138.75","138.74","138.72","138.72","138.64","138.65","138.6","138.59","138.48","138.47","138.47","138.46","138.44","138.43","138.43","138.43","138.0","138.0","138.0","138.0","138.0","138.0","138.0","138.0","138.0","138.0","138.0","138.0","138.0","137.9","137.9","137.9","137.9","137.9","138.0","137.0","137.0","137.0","137.0","136.99","136.98","136.8","136.8","136.79","136.79","136.79","136.77","136.67","136.67","136.64","136.64","136.0","136.0","136.0","136.0","136.0","136.0","136.0","136.0","136.0","136.0","136.0","136.0","136.0","136.0","136.0","136.0","136.0","136.0","135.85","210","0"
"8938578","203.89","206.9","206.9","206.9","203.89","203.89","203.89","206.9","203.89","206.9","206.9","206.89","206.89","206.9","196.99","192.0","191.99","189.99","190.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","199.9","199.9","199.9","199.9","199.9","220.0","220.0","204.9","204.9","204.9","204.9","204.9","204.9","220.0","220.0","220.0","220.0","220.0","220.0","220.0","220.0","220.0","220.0","220.0","220.0","220.0","220.0","220.0","220.0","220.0","220.0","220.0","209.9","209.9","209.9","209.9","209.9","209.9","209.9","220.0","220.0","220.0","220.0","220.0","220.0","220.0","220.0","220.0","220.0","220.0","220.0","220.0","220.0","220.0","220.0","220.0","220.0","220.0","220.0","220.0","220.0","220.0","220.0","220.0","220.0","220.0","220.0","220.0","220.0","220.0","220.0","220.0","220.0","220.0","220.0","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","220.0","220.0","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","219.9","210","0"
"7541851","321.85","312.0","312.0","289.0","288.5","289.0","287.91","283.8","281.16","276.52","275.35","274.5","273.0","271.79","270.1","269.0","268.0","267.66","267.65","266.81","265.8","264.6","262.73","260.81","259.6","257.93","256.5","255.95","254.23","252.9","249.9","248.5","246.81","245.31","244.21","243.0","242.47","242.47","242.47","242.47","242.45","242.34","249.77","249.9","249.8","249.8","249.5","249.8","249.8","249.9","249.9","249.9","249.9","269.73","269.73","340.0","340.0","340.0","340.0","340.0","297.41","289.9","271.04","289.7","289.48","271.31","271.2","270.9","270.8","267.0","265.0","264.3","263.0","262.8","262.63","261.7","261.3","258.1","257.4","255.5","254.54","254.15","251.5","249.84","248.64","246.85","244.5","242.0","241.38","239.7","238.2","236.9","235.95","234.55","233.5","232.45","229.75","229.1","228.62","228.05","227.85","227.85","228.0","228.0","227.8","227.5","227.8","227.8","228.3","228.5","230.5","228.5","228.5","228.5","230.74","228.5","228.5","228.5","230.8","230.8","230.6","230.6","230.6","230.9","230.57","230.6","230.6","230.57","230.57","230.57","230.57","230.57","230.57","230.5","230.48","230.4","230.4","230.34","230.3","230.26","230.25","230.2","230.1","229.94","230.0","229.9","229.87","229.75","228.75","228.2","227.55","227.55","227.4","227.9","229.7","246.6","243.5","242.5","241.99","241.8","241.29","240.35","240.3","240.0","239.0","238.88","238.8","238.29","238.0","217.68","238.8","238.8","238.7","238.25","236.65","235.5","234.3","233.2","233.0","232.85","238.8","250.16","270.0","270.0","270.0","270.0","270.0","270.0","270.0","270.0","238.8","238.8","238.2","238.1","237.3","235.8","235.6","235.2","235.1","235.1","234.9","234.84","234.9","234.3","234.1","234.1","234.1","234.1","234.1","231.9","210","0"
"8995944","179.0","184.9","184.9","184.99","182.0","182.0","188.9","188.9","188.9","188.9","188.9","188.9","174.0","169.9","188.9","188.9","187.7","187.7","187.7","188.89","186.7","172.9","172.0","185.0","185.0","185.0","185.0","185.0","185.0","185.0","185.0","185.0","185.0","185.0","185.0","185.0","185.0","185.0","185.0","185.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","178.99","178.99","178.99","179.0","178.8","178.8","178.8","178.8","178.7","178.7","178.7","178.7","178.7","178.7","178.6","169.0","169.0","169.0","169.0","169.0","169.0","169.0","169.0","169.0","169.0","169.0","169.0","169.0","169.0","169.0","169.0","169.0","169.0","169.0","169.0","169.0","169.0","169.0","169.0","169.0","168.99","168.99","168.99","168.99","168.99","168.99","168.99","159.0","159.0","159.0","159.0","159.0","159.0","159.0","159.0","159.0","159.0","159.0","159.0","159.0","159.0","159.0","159.0","159.0","159.0","159.0","159.0","159.0","159.0","159.0","159.0","159.0","159.0","159.0","159.0","159.0","159.0","159.0","159.0","159.0","159.0","159.0","159.0","159.0","159.0","159.0","159.0","159.0","159.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","155.0","210","0"
"10296471","91.98","91.49","91.49","91.48","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","88.0","89.0","88.0","86.0","86.0","85.0","85.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","90.0","95.0","95.0","95.0","95.0","95.0","92.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","120.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","94.0","94.0","94.0","94.0","94.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","138.51","138.51","138.51","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","89.0","210","0"
"8720352","89.99","92.0","91.9","91.7","96.0","96.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","97.0","97.0","97.0","97.0","97.0","97.0","97.0","97.0","97.0","97.0","97.0","97.0","96.9","96.5","96.5","96.5","96.5","96.5","96.0","96.0","96.0","95.99","96.0","96.0","96.0","96.0","96.0","96.0","96.9","96.9","96.9","96.9","96.8","96.8","96.8","96.8","96.8","96.8","96.8","96.8","96.8","96.8","96.8","96.8","96.8","96.8","99.99","98.9","99.99","98.9","99.99","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.8","98.9","99.5","99.5","98.7","98.8","98.69","98.68","98.69","98.68","98.69","98.7","98.69","98.68","98.69","98.68","98.68","98.68","98.67","98.67","98.68","98.67","98.67","98.67","98.66","98.67","98.66","98.67","98.66","98.67","98.68","98.67","98.66","98.67","98.66","98.66","98.66","98.66","98.66","98.66","98.66","98.66","98.66","98.66","98.66","98.66","98.66","98.66","98.66","98.66","98.66","98.66","98.66","97.0","97.0","97.0","96.0","95.99","95.99","95.99","95.99","95.99","95.5","95.5","95.5","95.49","95.48","95.48","95.48","95.48","95.5","95.48","95.48","95.48","95.5","95.5","96.0","96.0","96.0","96.0","98.5","98.66","98.66","98.66","98.66","98.66","98.67","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","109.0","119.0","119.0","119.0","119.0","119.0","210","0"
"7945421","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","145.9","148.7","154.4","154.5","154.5","165.0","168.9","168.9","168.9","168.9","168.9","168.5","168.5","168.5","168.5","168.5","168.5","168.5","168.4","168.4","168.3","168.3","168.0","168.0","168.0","168.0","168.0","168.0","168.0","168.0","168.0","168.0","168.0","168.0","168.0","168.0","168.0","168.0","168.0","168.0","168.0","168.0","168.0","168.0","168.0","168.0","168.0","168.0","168.0","168.0","168.0","168.0","168.0","168.0","168.0","168.0","168.0","167.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","166.0","165.0","165.0","165.0","165.0","165.0","165.0","165.0","165.0","165.0","165.0","165.0","165.0","165.0","165.0","165.0","165.0","165.0","165.0","165.0","165.0","165.0","165.0","165.0","165.0","165.0","165.0","165.0","165.0","165.0","165.0","165.0","165.0","165.0","165.0","165.0","165.0","165.0","165.0","165.0","165.0","165.0","165.0","165.0","165.0","165.0","165.0","165.0","165.0","165.0","165.0","165.0","165.0","165.0","157.73","157.73","158.0","158.0","158.0","158.0","158.0","158.0","158.0","158.0","158.0","158.0","158.0","158.0","158.0","158.0","158.0","158.0","158.0","158.0","158.0","158.0","158.0","174.89","175.0","175.0","175.0","174.89","174.89","174.89","175.0","175.0","175.0","175.0","175.0","174.9","174.9","174.9","174.9","174.9","165.16","165.16","165.16","165.16","165.16","165.16","165.16","165.16","165.16","165.16","165.16","165.16","165.16","165.16","165.16","165.16","165.16","165.16","165.16","165.16","165.16","165.16","165.16","165.16","165.16","165.16","165.16","165.16","165.16","165.16","165.16","210","0"
"9473245","65.7","65.7","65.7","65.7","66.32","66.32","65.66","65.6","65.66","65.66","65.66","65.56","65.56","65.56","65.56","65.6","65.6","65.6","65.7","65.7","65.7","64.91","64.91","64.91","64.91","65.74","65.74","65.74","65.74","65.74","65.74","65.74","66.12","66.12","66.12","65.9","65.9","65.9","65.9","65.9","65.9","65.9","65.9","65.9","65.9","65.9","65.9","65.58","65.58","66.1","66.1","66.1","66.1","65.68","65.68","65.68","65.68","65.68","65.68","65.68","65.68","65.68","65.68","65.68","65.68","65.68","65.68","65.86","65.86","65.86","65.86","65.86","65.86","65.86","65.86","65.86","65.86","65.86","64.79","64.79","64.79","64.79","64.79","64.79","65.27","65.27","65.27","65.27","66.18","66.18","66.18","66.18","66.18","66.18","66.18","66.26","66.26","66.26","66.26","66.59","66.59","66.59","66.59","66.59","66.59","65.98","65.98","65.98","65.98","65.98","65.98","65.54","65.54","65.54","65.54","65.54","65.52","65.52","65.5","65.5","65.5","65.5","65.5","65.49","65.5","65.5","65.5","64.8","64.8","64.8","64.8","64.8","64.8","64.73","64.73","64.73","64.73","64.73","64.8","64.73","64.73","64.8","64.73","64.73","64.81","64.89","64.89","64.73","64.73","64.73","64.73","64.8","64.73","64.73","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.89","64.89","64.89","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.8","64.79","64.79","64.73","64.73","64.73","64.79","64.6","64.7","64.6","64.6","64.6","64.6","64.6","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","210","0"
"9039085","93.69","93.69","94.48","94.48","94.48","94.5","94.5","94.5","94.9","94.9","94.9","97.75","97.7","97.6","97.55","97.55","97.54","97.54","97.54","97.54","97.54","97.55","103.8","102.65","101.1","99.8","99.44","88.45","89.57","97.98","97.25","96.58","96.19","95.64","95.0","94.88","94.0","93.78","93.7","93.3","92.78","92.5","92.0","90.0","90.0","89.98","88.88","88.5","88.14","87.25","86.45","86.04","83.8","82.85","84.5","84.35","84.35","84.0","83.88","83.81","83.73","83.72","83.53","83.39","83.38","83.19","83.12","83.09","83.0","82.9","82.85","82.78","82.35","82.34","82.09","81.46","80.98","80.5","80.1","79.74","79.65","80.0","80.0","80.0","79.94","79.94","79.9","79.89","79.87","80.08","80.2","82.1","82.4","82.4","82.5","84.15","84.1","83.88","83.78","83.68","83.47","83.4","83.32","83.14","82.99","82.79","82.58","82.28","82.18","82.0","81.88","81.7","81.58","81.54","81.54","81.44","81.44","81.38","81.34","81.28","81.14","81.14","81.08","81.08","81.0","80.98","80.98","81.48","81.48","81.9","81.9","81.9","81.9","81.9","83.5","83.49","83.49","83.49","83.45","83.3","83.3","84.0","83.92","83.92","84.0","84.0","83.89","82.4","83.99","83.99","83.99","83.99","84.0","84.0","84.0","84.58","84.58","84.99","84.99","84.99","84.99","84.99","84.99","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","87.0","87.0","87.0","87.0","87.0","87.0","88.5","88.5","88.5","88.5","88.5","88.5","88.5","88.85","88.84","88.69","88.25","88.25","88.4","88.4","88.05","87.85","86.8","85.7","85.7","85.7","85.7","85.7","83.9","83.9","83.9","83.8","83.8","83.8","83.8","82.2","210","0"
"9035623","130.5","130.45","129.95","129.55","129.15","128.8","128.65","128.4","127.94","127.55","127.25","126.95","127.55","127.6","128.3","127.85","127.0","126.84","126.69","126.1","125.4","124.9","124.6","124.35","124.05","123.65","123.4","125.49","124.75","125.25","125.2","125.18","125.2","125.19","125.45","125.9","126.9","126.89","126.6","126.58","126.65","126.75","126.28","125.94","125.4","124.64","124.45","123.99","123.69","124.65","124.65","124.25","123.8","123.4","124.4","124.99","124.85","124.45","123.45","122.99","122.88","122.97","122.74","122.38","122.19","121.8","121.45","121.29","121.25","121.18","121.13","123.0","122.75","122.2","121.7","120.95","120.13","119.74","119.29","118.82","117.95","117.5","117.0","117.35","115.94","115.65","116.08","117.0","117.0","117.0","118.5","118.13","117.8","117.05","116.85","116.2","116.35","116.35","116.4","116.4","116.34","115.95","116.1","116.2","115.0","114.99","114.5","114.3","113.97","114.0","114.0","113.5","112.99","112.9","112.5","112.45","112.0","111.9","111.75","111.35","110.9","110.4","110.05","109.7","109.3","110.0","110.25","109.85","109.4","108.95","108.6","108.2","109.0","108.9","108.45","108.1","107.6","107.2","106.75","105.49","104.49","107.06","110.9","111.48","110.89","110.9","110.05","109.65","109.5","109.5","110.39","110.39","110.59","111.07","111.9","110.84","111.9","111.9","113.5","111.9","113.8","113.89","113.8","113.89","116.45","112.9","116.31","115.95","115.45","115.0","110.84","110.84","114.75","114.7","113.95","113.4","112.9","112.1","111.93","112.89","112.85","112.64","112.55","112.82","112.82","112.9","113.0","112.9","112.7","112.0","111.79","111.49","111.49","111.49","111.49","111.4","111.25","110.94","110.41","110.31","110.29","110.2","110.72","110.79","110.55","109.95","109.95","109.95","109.95","110.1","210","0"
"10046764","84.9","84.85","84.85","84.84","84.8","84.25","84.79","84.78","84.75","84.75","84.73","84.7","84.65","84.55","84.1","83.78","83.75","83.75","83.73","83.57","83.15","82.7","81.9","81.1","80.55","79.85","79.15","78.6","78.8","78.95","78.6","78.25","77.85","77.9","82.8","82.78","82.78","82.75","82.5","82.05","81.65","81.33","80.93","80.63","86.45","86.05","85.6","82.43","82.04","81.68","81.23","79.9","79.55","79.1","78.0","77.75","77.3","76.83","76.43","76.03","75.68","74.9","74.44","74.05","73.65","73.15","72.75","72.35","71.9","71.0","71.0","70.95","70.0","69.95","69.75","70.0","69.7","69.7","69.55","69.55","69.55","69.55","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","72.0","72.0","72.0","72.0","72.0","72.0","72.0","72.0","72.0","71.99","71.98","71.98","71.97","71.93","69.9","67.9","68.9","68.65","68.65","68.6","68.3","68.25","68.25","68.2","68.15","68.15","68.15","68.14","67.8","67.59","67.44","67.44","67.44","67.35","67.24","66.99","66.9","66.9","66.9","66.9","66.85","67.8","67.65","67.8","68.0","69.9","70.0","69.99","69.99","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","69.9","69.9","69.9","70.0","69.9","69.9","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","88.0","88.0","88.0","88.0","88.0","88.0","88.0","210","0"
"8820025","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.0","98.8","98.0","98.0","98.0","98.0","98.0","98.0","98.0","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.5","97.0","97.0","95.0","95.0","95.0","95.0","95.0","95.0","95.0","96.0","89.99","89.99","89.99","90.0","90.0","90.0","90.0","92.0","92.0","92.0","92.0","92.99","92.99","92.99","92.99","92.99","92.99","92.99","92.99","90.0","92.0","89.9","89.9","89.9","89.9","89.9","89.9","89.9","89.9","89.9","89.9","89.9","89.9","90.9","89.9","89.9","89.9","89.9","89.9","89.9","89.9","89.9","89.9","91.0","91.0","91.0","91.0","91.0","89.9","89.8","89.8","89.8","89.8","89.0","89.0","89.0","84.09","84.09","84.0","83.97","88.0","88.0","84.9","84.86","84.8","84.76","84.74","84.73","84.72","84.69","84.67","84.63","84.58","83.65","83.6","83.53","83.5","83.47","83.47","83.45","83.4","83.37","83.33","82.69","82.6","82.59","82.56","82.49","82.44","82.41","82.4","82.38","82.34","82.3","82.24","82.19","82.13","81.63","81.58","81.58","81.35","81.33","81.32","81.29","81.27","81.26","81.2","79.36","76.88","81.19","68.2","65.72","65.72","68.2","68.2","68.2","68.1","68.2","68.1","68.1","68.2","68.1","68.1","68.1","68.1","68.0","68.0","68.0","68.0","68.0","78.0","80.9","79.0","78.0","77.99","77.98","77.95","75.0","77.84","77.82","77.79","77.68","77.8","77.8","77.8","77.8","77.8","77.8","77.7","77.7","77.69","77.69","77.69","75.0","77.69","77.6","77.6","77.6","77.6","75.0","210","0"
"9445259","180.0","183.0","183.0","189.89","189.89","183.0","183.0","183.0","188.32","189.82","196.1","203.12","203.25","203.17","202.95","196.17","196.17","196.17","196.08","195.88","195.0","194.75","194.06","192.71","190.78","189.33","187.57","186.06","185.01","183.8","182.9","191.7","191.9","191.35","191.5","191.24","189.87","188.5","187.9","187.83","187.8","187.16","185.61","184.17","182.57","181.3","180.75","179.02","177.9","176.7","175.76","175.3","174.31","174.0","172.8","171.57","170.04","168.61","167.21","166.48","166.13","168.0","169.4","168.5","168.4","168.05","167.22","166.87","165.95","165.5","165.43","166.0","166.0","166.0","166.0","166.93","166.0","166.6","166.6","166.59","166.59","166.56","166.48","166.3","166.29","165.95","165.3","164.85","164.4","163.96","163.54","162.73","162.44","162.5","162.9","163.9","163.9","163.9","164.0","163.8","163.8","163.8","164.0","164.0","164.0","166.0","166.0","166.0","166.0","168.7","170.0","169.0","169.94","169.9","168.85","168.45","167.84","166.1","167.0","165.89","164.83","164.0","163.0","162.63","161.95","161.55","160.9","160.55","160.05","159.6","159.25","159.0","159.0","159.0","159.0","159.94","159.94","159.9","159.94","159.9","159.86","159.75","159.5","159.45","159.1","159.88","159.98","159.98","159.98","159.98","159.98","159.98","159.97","159.95","159.8","159.7","159.63","159.63","159.63","159.63","159.7","159.9","159.9","159.9","159.9","159.9","159.9","162.0","163.9","163.85","163.54","163.84","163.9","164.4","164.38","164.2","164.2","164.17","164.17","164.1","163.95","163.25","162.55","163.77","163.97","163.97","163.97","164.0","164.0","163.95","161.4","161.4","163.65","164.0","163.4","163.0","163.0","162.75","162.29","161.79","161.4","161.09","160.69","160.29","160.03","161.1","161.1","161.1","161.1","160.64","210","0"
